datetime,count
2011-01-28 05:00:00,6.404
2011-01-28 06:00:00,31.254
2011-01-28 07:00:00,79.688
2011-01-28 08:00:00,163.932
2011-01-28 09:00:00,86.586
2011-01-28 10:00:00,45.328
2011-01-28 11:00:00,45.864
2011-01-28 12:00:00,50.172
2011-01-28 13:00:00,54.076
2011-01-28 14:00:00,61.73
2011-01-28 15:00:00,57.04
2011-01-28 16:00:00,75.706
2011-01-28 17:00:00,154.16
2011-01-28 18:00:00,144.488
2011-01-28 19:00:00,101.154
2011-01-28 20:00:00,76.168
2011-01-28 21:00:00,44.134
2011-01-28 22:00:00,40.64
2011-01-28 23:00:00,20.816
2011-01-29 00:00:00,31.828
2011-01-29 01:00:00,20.278
2011-01-29 02:00:00,16.098
2011-01-29 03:00:00,9.832
2011-01-29 04:00:00,3.018
2011-01-29 06:00:00,4.374
2011-01-29 07:00:00,16.048
2011-01-29 08:00:00,29.618
2011-01-29 09:00:00,38.506
2011-01-29 10:00:00,62.618
2011-01-29 11:00:00,63.134
2011-01-29 12:00:00,74.176
2011-01-29 13:00:00,81.328
2011-01-29 14:00:00,78.472
2011-01-29 15:00:00,76.558
2011-01-29 16:00:00,87.948
2011-01-29 17:00:00,79.888
2011-01-29 18:00:00,73.884
2011-01-29 19:00:00,66.56
2011-01-29 20:00:00,53.56
2011-01-29 21:00:00,40.216
2011-01-29 22:00:00,34.754
2011-01-29 23:00:00,16.682
2011-01-30 00:00:00,30.772
2011-01-30 01:00:00,23.506
2011-01-30 02:00:00,19.074
2011-01-30 03:00:00,11.348
2011-01-30 04:00:00,4.67
2011-01-30 05:00:00,3.786
2011-01-30 07:00:00,11.716
2011-01-30 08:00:00,21.376
2011-01-30 09:00:00,32.448
2011-01-30 10:00:00,61.426
2011-01-30 11:00:00,69.844
2011-01-30 12:00:00,102.37
2011-01-30 13:00:00,87.59
2011-01-30 14:00:00,91.242
2011-01-30 15:00:00,106.594
2011-01-30 16:00:00,107.39
2011-01-30 17:00:00,76.1
2011-01-30 18:00:00,72.376
2011-01-30 19:00:00,58.904
2011-01-30 20:00:00,52.952
2011-01-30 21:00:00,30.274
2011-01-30 22:00:00,22.778
2011-01-30 23:00:00,14.734
2011-01-31 00:00:00,12.066
2011-01-31 01:00:00,3.588
2011-01-31 02:00:00,2.324
2011-01-31 03:00:00,2.622
2011-01-31 04:00:00,2.32
2011-01-31 05:00:00,2.058
2011-01-31 06:00:00,33.718
2011-01-31 07:00:00,74.556
2011-01-31 08:00:00,139.908
2011-01-31 09:00:00,87.88
2011-01-31 10:00:00,45.05
2011-01-31 11:00:00,44.444
2011-01-31 12:00:00,57.346
2011-01-31 13:00:00,61.858
2011-01-31 14:00:00,52.538
2011-01-31 15:00:00,51.998
2011-01-31 16:00:00,69.022
2011-01-31 17:00:00,137.134
2011-01-31 18:00:00,133.942
2011-01-31 19:00:00,117.548
2011-01-31 20:00:00,69.426
2011-01-31 21:00:00,45.812
2011-01-31 22:00:00,30.41
2011-01-31 23:00:00,17.738
2011-02-20 00:00:00,37.692
2011-02-20 01:00:00,19.37
2011-02-20 02:00:00,15.01
2011-02-20 03:00:00,9.388
2011-02-20 04:00:00,2.934
2011-02-20 06:00:00,3.818
2011-02-20 07:00:00,15.108
2011-02-20 08:00:00,26.97
2011-02-20 09:00:00,44.332
2011-02-20 10:00:00,94.992
2011-02-20 11:00:00,114.896
2011-02-20 12:00:00,129.466
2011-02-20 13:00:00,155.04
2011-02-20 14:00:00,143.032
2011-02-20 15:00:00,149.502
2011-02-20 16:00:00,152.34
2011-02-20 17:00:00,108.924
2011-02-20 18:00:00,97.792
2011-02-20 19:00:00,92.708
2011-02-20 20:00:00,72.336
2011-02-20 21:00:00,52.972
2011-02-20 22:00:00,50.08
2011-02-20 23:00:00,36.764
2011-02-21 00:00:00,19.99
2011-02-21 01:00:00,15.176
2011-02-21 02:00:00,10.284
2011-02-21 03:00:00,4.66
2011-02-21 04:00:00,4.634
2011-02-21 05:00:00,7.756
2011-02-21 06:00:00,25.186
2011-02-21 07:00:00,78.976
2011-02-21 08:00:00,122.974
2011-02-21 09:00:00,95.458
2011-02-21 10:00:00,87.746
2011-02-21 11:00:00,89.86
2011-02-21 12:00:00,94.368
2011-02-21 13:00:00,65.732
2011-02-21 14:00:00,92.272
2011-02-21 15:00:00,93.542
2011-02-21 16:00:00,76.0
2011-02-21 17:00:00,101.708
2011-02-21 18:00:00,86.158
2011-02-21 19:00:00,72.508
2011-02-21 20:00:00,48.976
2011-02-21 21:00:00,46.33
2011-02-21 22:00:00,33.886
2011-02-21 23:00:00,18.152
2011-02-22 06:00:00,33.404
2011-02-22 07:00:00,88.13
2011-02-22 08:00:00,186.008
2011-02-22 09:00:00,105.962
2011-02-22 10:00:00,50.88
2011-02-22 11:00:00,54.47
2011-02-22 12:00:00,60.204
2011-02-22 13:00:00,68.618
2011-02-22 14:00:00,68.378
2011-02-22 15:00:00,70.136
2011-02-22 16:00:00,73.996
2011-02-22 17:00:00,159.126
2011-02-22 18:00:00,157.248
2011-02-22 19:00:00,99.578
2011-02-22 20:00:00,76.8
2011-02-22 21:00:00,58.086
2011-02-22 22:00:00,38.886
2011-02-22 23:00:00,21.838
2011-02-23 00:00:00,10.616
2011-02-23 01:00:00,5.36
2011-02-23 02:00:00,2.124
2011-02-23 03:00:00,1.726
2011-02-23 05:00:00,5.504
2011-02-23 06:00:00,30.33
2011-02-23 07:00:00,86.418
2011-02-23 08:00:00,194.718
2011-02-23 09:00:00,120.918
2011-02-23 10:00:00,58.926
2011-02-23 11:00:00,61.976
2011-02-23 12:00:00,72.51
2011-02-23 13:00:00,76.108
2011-02-23 14:00:00,78.922
2011-02-23 15:00:00,80.402
2011-02-23 16:00:00,106.168
2011-02-23 17:00:00,213.83
2011-02-23 18:00:00,199.314
2011-02-23 19:00:00,134.228
2011-02-23 20:00:00,80.268
2011-02-23 21:00:00,63.812
2011-02-23 22:00:00,49.666
2011-02-23 23:00:00,27.708
2011-02-24 00:00:00,11.588
2011-02-24 01:00:00,5.534
2011-02-24 02:00:00,2.092
2011-02-24 03:00:00,1.892
2011-02-24 05:00:00,5.95
2011-02-24 06:00:00,34.088
2011-02-24 07:00:00,99.564
2011-02-24 08:00:00,236.354
2011-02-24 09:00:00,121.842
2011-02-24 10:00:00,61.054
2011-02-24 11:00:00,83.466
2011-02-24 12:00:00,94.34
2011-02-24 13:00:00,91.548
2011-02-24 14:00:00,91.714
2011-02-24 15:00:00,54.238
2011-02-24 16:00:00,61.254
2011-02-24 17:00:00,163.904
2011-02-24 18:00:00,172.438
2011-02-24 19:00:00,91.324
2011-02-24 20:00:00,84.458
2011-02-24 21:00:00,63.798
2011-02-24 22:00:00,48.734
2011-02-24 23:00:00,38.434
2011-02-25 00:00:00,24.062
2011-02-25 01:00:00,9.752
2011-02-25 02:00:00,8.334
2011-02-25 03:00:00,2.136
2011-02-25 05:00:00,8.484
2011-02-25 06:00:00,32.142
2011-02-25 07:00:00,62.134
2011-02-25 08:00:00,154.512
2011-02-25 09:00:00,72.59
2011-02-25 10:00:00,45.308
2011-02-25 11:00:00,120.928
2011-02-25 12:00:00,165.348
2011-02-25 13:00:00,169.114
2011-02-25 14:00:00,168.514
2011-02-25 15:00:00,177.546
2011-02-25 16:00:00,107.436
2011-02-25 17:00:00,188.184
2011-02-25 18:00:00,172.226
2011-02-25 19:00:00,109.508
2011-02-25 20:00:00,70.798
2011-02-25 21:00:00,49.796
2011-02-25 22:00:00,43.724
2011-02-25 23:00:00,27.058
2011-02-26 00:00:00,32.002
2011-02-26 01:00:00,19.418
2011-02-26 02:00:00,14.69
2011-02-26 03:00:00,11.328
2011-02-26 04:00:00,3.454
2011-02-26 05:00:00,3.376
2011-02-26 06:00:00,4.778
2011-02-26 07:00:00,14.114
2011-02-26 08:00:00,38.998
2011-02-26 09:00:00,51.472
2011-02-26 10:00:00,105.328
2011-02-26 11:00:00,126.456
2011-02-26 12:00:00,128.678
2011-02-26 13:00:00,137.206
2011-02-26 14:00:00,137.954
2011-02-26 15:00:00,140.694
2011-02-26 16:00:00,142.554
2011-02-26 17:00:00,122.118
2011-02-26 18:00:00,105.256
2011-02-26 19:00:00,79.764
2011-02-26 20:00:00,63.198
2011-02-26 21:00:00,46.408
2011-02-26 22:00:00,45.518
2011-02-26 23:00:00,42.914
2011-02-27 00:00:00,34.65
2011-02-27 01:00:00,28.598
2011-02-27 02:00:00,23.47
2011-02-27 03:00:00,12.282
2011-02-27 04:00:00,4.82
2011-02-27 06:00:00,3.968
2011-02-27 07:00:00,11.742
2011-02-27 08:00:00,37.234
2011-02-27 09:00:00,49.018
2011-02-27 10:00:00,86.034
2011-02-27 11:00:00,125.202
2011-02-27 12:00:00,151.414
2011-02-27 13:00:00,159.116
2011-02-27 14:00:00,193.692
2011-02-27 15:00:00,230.828
2011-02-27 16:00:00,245.368
2011-02-27 17:00:00,123.268
2011-02-27 18:00:00,108.602
2011-02-27 19:00:00,106.868
2011-02-27 20:00:00,77.446
2011-02-27 21:00:00,63.466
2011-02-27 22:00:00,58.73
2011-02-27 23:00:00,38.992
2011-02-28 00:00:00,17.956
2011-02-28 01:00:00,5.648
2011-02-28 03:00:00,2.064
2011-02-28 05:00:00,8.576
2011-02-28 06:00:00,39.764
2011-02-28 07:00:00,115.66
2011-02-28 08:00:00,215.726
2011-02-28 09:00:00,134.336
2011-02-28 10:00:00,90.954
2011-02-28 11:00:00,103.984
2011-02-28 12:00:00,118.658
2011-02-28 13:00:00,95.402
2011-02-28 14:00:00,53.846
2011-02-28 15:00:00,54.526
2011-02-28 16:00:00,73.022
2011-02-28 17:00:00,145.304
2011-02-28 18:00:00,143.376
2011-02-28 19:00:00,91.144
2011-02-28 20:00:00,92.406
2011-02-28 21:00:00,69.406
2011-02-28 22:00:00,44.208
2011-02-28 23:00:00,30.334
2011-03-20 00:00:00,42.626
2011-03-20 01:00:00,30.446
2011-03-20 02:00:00,23.332
2011-03-20 03:00:00,12.898
2011-03-20 04:00:00,3.562
2011-03-20 05:00:00,3.304
2011-03-20 06:00:00,4.78
2011-03-20 07:00:00,21.188
2011-03-20 08:00:00,38.372
2011-03-20 09:00:00,62.798
2011-03-20 10:00:00,120.102
2011-03-20 11:00:00,138.384
2011-03-20 12:00:00,153.566
2011-03-20 13:00:00,156.03
2011-03-20 14:00:00,156.984
2011-03-20 15:00:00,157.368
2011-03-20 16:00:00,162.546
2011-03-20 17:00:00,147.212
2011-03-20 18:00:00,139.716
2011-03-20 19:00:00,100.002
2011-03-20 20:00:00,81.56
2011-03-20 21:00:00,58.864
2011-03-20 22:00:00,56.582
2011-03-20 23:00:00,39.428
2011-03-21 00:00:00,14.68
2011-03-21 01:00:00,6.48
2011-03-21 02:00:00,6.816
2011-03-21 03:00:00,3.102
2011-03-21 05:00:00,7.596
2011-03-21 06:00:00,42.506
2011-03-21 07:00:00,77.562
2011-03-21 08:00:00,236.83
2011-03-21 09:00:00,134.93
2011-03-21 10:00:00,75.346
2011-03-21 11:00:00,86.438
2011-03-21 12:00:00,106.772
2011-03-21 13:00:00,126.682
2011-03-21 14:00:00,130.608
2011-03-21 15:00:00,142.028
2011-03-21 16:00:00,170.296
2011-03-21 17:00:00,333.184
2011-03-21 18:00:00,300.588
2011-03-21 19:00:00,247.716
2011-03-21 20:00:00,188.382
2011-03-21 21:00:00,104.236
2011-03-21 22:00:00,93.356
2011-03-21 23:00:00,68.906
2011-03-22 00:00:00,42.406
2011-03-22 01:00:00,7.342
2011-03-22 02:00:00,7.456
2011-03-22 03:00:00,4.64
2011-03-22 04:00:00,4.2
2011-03-22 05:00:00,12.22
2011-03-22 06:00:00,43.944
2011-03-22 07:00:00,141.288
2011-03-22 08:00:00,251.958
2011-03-22 09:00:00,136.104
2011-03-22 10:00:00,104.798
2011-03-22 11:00:00,110.216
2011-03-22 12:00:00,128.448
2011-03-22 13:00:00,122.63
2011-03-22 14:00:00,125.194
2011-03-22 15:00:00,129.444
2011-03-22 16:00:00,171.904
2011-03-22 17:00:00,336.206
2011-03-22 18:00:00,307.44
2011-03-22 19:00:00,192.828
2011-03-22 20:00:00,141.52
2011-03-22 21:00:00,91.218
2011-03-22 22:00:00,78.824
2011-03-22 23:00:00,40.238
2011-03-23 00:00:00,17.73
2011-03-23 01:00:00,6.112
2011-03-23 02:00:00,4.7
2011-03-23 03:00:00,3.002
2011-03-23 05:00:00,8.226
2011-03-23 06:00:00,41.936
2011-03-23 07:00:00,120.282
2011-03-23 08:00:00,245.548
2011-03-23 09:00:00,145.182
2011-03-23 10:00:00,70.088
2011-03-23 11:00:00,68.328
2011-03-23 12:00:00,76.574
2011-03-23 13:00:00,71.554
2011-03-23 14:00:00,86.298
2011-03-23 15:00:00,89.548
2011-03-23 16:00:00,133.486
2011-03-23 17:00:00,235.102
2011-03-23 18:00:00,170.29
2011-03-23 19:00:00,116.228
2011-03-23 20:00:00,78.422
2011-03-23 21:00:00,57.248
2011-03-23 22:00:00,48.952
2011-03-23 23:00:00,38.064
2011-03-24 00:00:00,14.882
2011-03-24 01:00:00,5.41
2011-03-24 02:00:00,4.908
2011-03-24 03:00:00,2.686
2011-03-24 04:00:00,2.029
2011-03-24 05:00:00,7.292
2011-03-24 06:00:00,40.392
2011-03-24 07:00:00,72.836
2011-03-24 08:00:00,126.348
2011-03-24 09:00:00,130.948
2011-03-24 10:00:00,65.088
2011-03-24 11:00:00,69.284
2011-03-24 12:00:00,80.97
2011-03-24 13:00:00,92.624
2011-03-24 14:00:00,87.95
2011-03-24 15:00:00,83.508
2011-03-24 16:00:00,104.748
2011-03-24 17:00:00,222.236
2011-03-24 18:00:00,206.292
2011-03-24 19:00:00,127.114
2011-03-24 20:00:00,87.86
2011-03-24 21:00:00,65.466
2011-03-24 22:00:00,56.238
2011-03-24 23:00:00,33.936
2011-03-25 00:00:00,18.486
2011-03-25 01:00:00,5.556
2011-03-25 02:00:00,3.614
2011-03-25 03:00:00,2.6268000000000002
2011-03-25 04:00:00,1.7728
2011-03-25 05:00:00,9.022
2011-03-25 06:00:00,39.414
2011-03-25 07:00:00,123.696
2011-03-25 08:00:00,227.778
2011-03-25 09:00:00,138.14
2011-03-25 10:00:00,84.764
2011-03-25 11:00:00,89.182
2011-03-25 12:00:00,104.762
2011-03-25 13:00:00,106.216
2011-03-25 14:00:00,113.868
2011-03-25 15:00:00,107.43
2011-03-25 16:00:00,127.868
2011-03-25 17:00:00,220.04
2011-03-25 18:00:00,211.16
2011-03-25 19:00:00,130.29
2011-03-25 20:00:00,90.12
2011-03-25 21:00:00,67.734
2011-03-25 22:00:00,55.718
2011-03-25 23:00:00,35.5
2011-03-26 00:00:00,36.636
2011-03-26 01:00:00,22.71
2011-03-26 02:00:00,19.03
2011-03-26 03:00:00,11.536
2011-03-26 04:00:00,4.546
2011-03-26 05:00:00,3.804
2011-03-26 06:00:00,13.708
2011-03-26 07:00:00,31.632
2011-03-26 08:00:00,61.702
2011-03-26 09:00:00,82.618
2011-03-26 10:00:00,122.42
2011-03-26 11:00:00,132.82
2011-03-26 12:00:00,150.1
2011-03-26 13:00:00,163.28
2011-03-26 14:00:00,172.448
2011-03-26 15:00:00,176.264
2011-03-26 16:00:00,169.83
2011-03-26 17:00:00,166.748
2011-03-26 18:00:00,150.94
2011-03-26 19:00:00,92.904
2011-03-26 20:00:00,68.714
2011-03-26 21:00:00,57.058
2011-03-26 22:00:00,55.814
2011-03-26 23:00:00,35.416
2011-03-27 00:00:00,39.546
2011-03-27 01:00:00,23.48
2011-03-27 02:00:00,21.29
2011-03-27 03:00:00,11.928
2011-03-27 04:00:00,5.414
2011-03-27 06:00:00,8.546
2011-03-27 07:00:00,67.346
2011-03-27 08:00:00,52.564
2011-03-27 09:00:00,73.704
2011-03-27 10:00:00,108.426
2011-03-27 11:00:00,122.564
2011-03-27 12:00:00,136.076
2011-03-27 13:00:00,151.708
2011-03-27 14:00:00,160.922
2011-03-27 15:00:00,162.508
2011-03-27 16:00:00,172.538
2011-03-27 17:00:00,152.06
2011-03-27 18:00:00,123.146
2011-03-27 19:00:00,96.742
2011-03-27 20:00:00,65.374
2011-03-27 21:00:00,48.048
2011-03-27 22:00:00,48.37
2011-03-27 23:00:00,34.908
2011-03-28 00:00:00,11.99
2011-03-28 01:00:00,5.166
2011-03-28 02:00:00,3.456
2011-03-28 03:00:00,2.054
2011-03-28 05:00:00,7.662
2011-03-28 06:00:00,37.83
2011-03-28 07:00:00,125.738
2011-03-28 08:00:00,220.522
2011-03-28 09:00:00,134.292
2011-03-28 10:00:00,81.594
2011-03-28 11:00:00,74.826
2011-03-28 12:00:00,87.954
2011-03-28 13:00:00,88.426
2011-03-28 14:00:00,101.764
2011-03-28 15:00:00,99.15
2011-03-28 16:00:00,130.188
2011-03-28 17:00:00,250.038
2011-03-28 18:00:00,230.474
2011-03-28 19:00:00,143.104
2011-03-28 20:00:00,107.222
2011-03-28 21:00:00,78.174
2011-03-28 22:00:00,60.544
2011-03-28 23:00:00,32.03
2011-03-29 00:00:00,13.422
2011-03-29 01:00:00,3.61
2011-03-29 02:00:00,5.94
2011-03-29 03:00:00,2.106
2011-03-29 04:00:00,1.626
2011-03-29 05:00:00,6.752
2011-03-29 06:00:00,40.016
2011-03-29 07:00:00,128.454
2011-03-29 08:00:00,235.744
2011-03-29 09:00:00,147.23
2011-03-29 10:00:00,83.628
2011-03-29 11:00:00,88.352
2011-03-29 12:00:00,102.98
2011-03-29 13:00:00,98.134
2011-03-29 14:00:00,103.654
2011-03-29 15:00:00,114.102
2011-03-29 16:00:00,133.276
2011-03-29 17:00:00,254.762
2011-03-29 18:00:00,247.84
2011-03-29 19:00:00,157.54
2011-03-29 20:00:00,116.89
2011-03-29 21:00:00,83.542
2011-03-29 22:00:00,71.8
2011-03-29 23:00:00,34.308
2011-03-30 00:00:00,16.126
2011-03-30 01:00:00,8.742
2011-03-30 02:00:00,4.86
2011-03-30 03:00:00,3.46
2011-03-30 04:00:00,3.576
2011-03-30 05:00:00,9.964
2011-03-30 06:00:00,44.02
2011-03-30 07:00:00,136.192
2011-03-30 08:00:00,254.71
2011-03-30 09:00:00,152.334
2011-03-30 10:00:00,87.426
2011-03-30 11:00:00,87.594
2011-03-30 12:00:00,96.414
2011-03-30 13:00:00,97.09
2011-03-30 14:00:00,91.318
2011-03-30 15:00:00,55.932
2011-03-30 16:00:00,60.86
2011-03-30 17:00:00,163.266
2011-03-30 18:00:00,175.056
2011-03-30 19:00:00,105.094
2011-03-30 20:00:00,74.888
2011-03-30 21:00:00,66.956
2011-03-30 22:00:00,43.698
2011-03-30 23:00:00,30.846
2011-03-31 00:00:00,9.996
2011-03-31 01:00:00,4.108
2011-03-31 02:00:00,4.364
2011-03-31 03:00:00,2.906
2011-03-31 04:00:00,2.482
2011-03-31 05:00:00,5.776
2011-03-31 06:00:00,31.128
2011-03-31 07:00:00,79.584
2011-03-31 08:00:00,201.554
2011-03-31 09:00:00,81.818
2011-03-31 10:00:00,50.49
2011-03-31 11:00:00,55.622
2011-03-31 12:00:00,59.75
2011-03-31 13:00:00,67.738
2011-03-31 14:00:00,66.258
2011-03-31 15:00:00,47.238
2011-03-31 16:00:00,90.428
2011-03-31 17:00:00,207.3
2011-03-31 18:00:00,200.85
2011-03-31 19:00:00,122.526
2011-03-31 20:00:00,75.066
2011-03-31 21:00:00,65.412
2011-03-31 22:00:00,44.056
2011-03-31 23:00:00,39.592
2011-04-20 00:00:00,40.526
2011-04-20 01:00:00,7.186
2011-04-20 02:00:00,7.948
2011-04-20 03:00:00,4.5
2011-04-20 04:00:00,4.002
2011-04-20 05:00:00,12.948
2011-04-20 06:00:00,45.196
2011-04-20 07:00:00,182.2
2011-04-20 08:00:00,366.13
2011-04-20 09:00:00,173.37
2011-04-20 10:00:00,128.018
2011-04-20 11:00:00,144.888
2011-04-20 12:00:00,151.626
2011-04-20 13:00:00,151.936
2011-04-20 14:00:00,142.806
2011-04-20 15:00:00,144.6
2011-04-20 16:00:00,201.162
2011-04-20 17:00:00,360.856
2011-04-20 18:00:00,357.442
2011-04-20 19:00:00,300.05
2011-04-20 20:00:00,189.916
2011-04-20 21:00:00,152.024
2011-04-20 22:00:00,119.926
2011-04-20 23:00:00,88.35
2011-04-21 00:00:00,33.934
2011-04-21 01:00:00,14.852
2011-04-21 02:00:00,13.296
2011-04-21 03:00:00,4.798
2011-04-21 04:00:00,5.016
2011-04-21 05:00:00,8.982
2011-04-21 06:00:00,51.7
2011-04-21 07:00:00,157.222
2011-04-21 08:00:00,250.134
2011-04-21 09:00:00,156.88
2011-04-21 10:00:00,125.536
2011-04-21 11:00:00,125.31
2011-04-21 12:00:00,131.954
2011-04-21 13:00:00,130.302
2011-04-21 14:00:00,122.752
2011-04-21 15:00:00,127.104
2011-04-21 16:00:00,172.216
2011-04-21 17:00:00,336.92
2011-04-21 18:00:00,308.36
2011-04-21 19:00:00,214.58
2011-04-21 20:00:00,179.74
2011-04-21 21:00:00,105.106
2011-04-21 22:00:00,91.186
2011-04-21 23:00:00,46.198
2011-04-22 00:00:00,32.914
2011-04-22 01:00:00,16.6
2011-04-22 02:00:00,9.212
2011-04-22 03:00:00,4.796
2011-04-22 04:00:00,4.026
2011-04-22 05:00:00,9.434
2011-04-22 06:00:00,53.894
2011-04-22 07:00:00,138.5
2011-04-22 08:00:00,245.076
2011-04-22 09:00:00,123.574
2011-04-22 10:00:00,106.69
2011-04-22 11:00:00,91.004
2011-04-22 12:00:00,102.122
2011-04-22 13:00:00,71.87
2011-04-22 14:00:00,31.476
2011-04-22 15:00:00,72.552
2011-04-22 16:00:00,103.714
2011-04-22 17:00:00,152.466
2011-04-22 18:00:00,139.67
2011-04-22 19:00:00,94.53
2011-04-22 20:00:00,87.126
2011-04-22 21:00:00,59.662
2011-04-22 22:00:00,46.718
2011-04-22 23:00:00,48.89
2011-04-23 00:00:00,35.298
2011-04-23 01:00:00,25.406
2011-04-23 02:00:00,25.458
2011-04-23 03:00:00,15.876
2011-04-23 04:00:00,6.96
2011-04-23 05:00:00,6.472
